POSTED_BY,UNDER_CONSTRUCTION,PROPERTY_AGE,FURNISHED,APARTMENT_TYPE,FACING,NO._OF_ROOMS,BALCONY,POWER_BACKUP,AREA_IN_SQUARE_FT,READY_TO_MOVE,TRANSACTION_TYPE,ADDRESS,LONGITUDE,LATITUDE,PRICE_IN_LACS,FACILITIES
Dealer,YES,01-Feb,NO,RESIDENTIAL,NORTH-EAST,2,YES,NO,980.9691976,YES,RESALE,"Airoli,Maharashtra",19.159184,72.993784,100,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,NORTH-EAST,2,YES,NO,1250,YES,RESALE,"Sector 20 Airoli,Maharashtra",19.155552,72.997112,120,"WATER SUPPLY, LIFT"
Dealer,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,3,YES,YES,1690.067603,YES,RESALE,"Goregaon (East),Maharashtra",19.1615,72.8731,390,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,YES,0-1,NO,RESIDENTIAL,NORTH-EAST,1,YES,NO,701.754386,YES,RESALE,"Dindoli,Surat",21.142359,72.862596,14.8,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,YES,0-2,NO,RESIDENTIAL,NORTH-EAST,3,YES,NO,743.7790539,YES,RESALE,"Sector 86 Faridabad,Faridabad",28.406388,77.342588,27.2,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,2,YES,YES,930.156658,YES,RESALE,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,28.5,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,01-Feb,NO,RESIDENTIAL,NORTH-EAST,2,YES,NO,800,YES,RESALE,"Kamla Nehru Nagar,Jaipur",28.683355,77.457981,25,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,1,YES,YES,559.8755832,YES,RESALE,"Alwar Bypass Road,Bhiwadi",28.2102,76.8606,18,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,2,YES,NO,1150,YES,RESALE,"Kalyani Nagar,Pune",18.5481,73.8995,92,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,3,YES,NO,883.65243,YES,RESALE,"Military Camp,Vakola, Santacruz East,Lalitpur",19.0916,72.8581,270,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,01-Feb,NO,RESIDENTIAL,NORTH-EAST,2,YES,NO,1264.077224,YES,RESALE,"Devlali,Karjat",18.55,75,55,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,3,YES,NO,1981.030136,YES,RESALE,"Mandaveli,Chennai",13.09,80.27,330,"WATER SUPPLY, LIFT"
Dealer,YES,0-1,NO,RESIDENTIAL,NORTH-EAST,2,YES,NO,780.1980198,YES,RESALE,"Sector 87 Faridabad,Faridabad",28.427662,77.339119,19.7,"WATER SUPPLY, LIFT"
Dealer,YES,0-2,NO,RESIDENTIAL,NORTH-EAST,2,YES,YES,730.2533532,YES,RESALE,"Panchkula Extension,Panchkula",30.69444,76.85028,19.6,"WATER SUPPLY, LIFT"
Dealer,NO,01-Feb,NO,RESIDENTIAL,NORTH-EAST,2,YES,NO,1123.126785,YES,RESALE,"Parel,Lalitpur",18.996549,72.842967,350,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,2,YES,NO,1032.080502,YES,RESALE,"Sector-35G Kharghar,Maharashtra",18.96,72.82,120,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,3,YES,YES,1839.401243,YES,RESALE,"Napean Sea Road,Lalitpur",24.69028,78.41889,870,"WATER SUPPLY, LIFT"
Owner,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,2,YES,NO,960.0808489,YES,RESALE,"Potheri,Chennai",13.09,80.27,38,"WATER SUPPLY, LIFT"
Owner,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,2,YES,NO,1379.038613,YES,RESALE,"Medavakkam,Chennai",12.91716,80.19287,70,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,2,YES,NO,847.8091781,YES,RESALE,"Virar West,Lalitpur",19.4559,72.8114,32.7,"WATER SUPPLY, LIFT"
Owner,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,8,YES,NO,2720,YES,RESALE,"Wheelers Road,Bangalore",21,77,170,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,3,YES,NO,2285.278994,YES,RESALE,"BEML Layout,Bangalore",13.11608,78.13698,120,"WATER SUPPLY, LIFT"
Owner,NO,01-Feb,NO,RESIDENTIAL,NORTH-EAST,2,YES,YES,810.0445525,YES,RESALE,"Sangam Park,Valsad",28.690059,77.189192,20,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,2,YES,NO,640.0931045,YES,RESALE,"Byagadadhenahalli,Bangalore",12.758604,77.700377,22,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,2,YES,NO,1065.06584,YES,RESALE,"Manpada,Lalitpur",24.69028,78.41889,110,"WATER SUPPLY, LIFT"
Dealer,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,2,YES,YES,980.0918836,YES,RESALE,"Sector-9 Kamothe,Lalitpur",28.716907,77.124699,64,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,NORTH-EAST,3,YES,NO,1650.312221,YES,RESALE,"Sector-15 Bahadurgarh,Bahadurgarh",30.752321,76.772816,37,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,3,YES,YES,1827.242525,YES,RESALE,"Chandrasekharpur,Bhubaneswar",20.32042,85.823918,88,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,01-Feb,NO,RESIDENTIAL,NORTH-EAST,3,YES,NO,1684.801685,YES,RESALE,"Orlem,Maharashtra",18.96,72.82,240,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,3,YES,YES,1680.210325,YES,RESALE,"Malsi,Dehradun",30.381792,78.075094,70.3,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,YES,01-Feb,NO,RESIDENTIAL,NORTH-EAST,1,YES,YES,476.0080976,YES,RESALE,"Pokhran-2,Lalitpur",24.69028,78.41889,87,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,1,YES,NO,750,YES,RESALE,"Shivaji Park,Mumbai",19.0266715,72.83954,240,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,2,YES,YES,712.0058925,YES,RESALE,"Maheshtala,Kolkata",22.486821,88.233267,29,"WATER SUPPLY, LIFT"
Dealer,NO,01-Feb,NO,RESIDENTIAL,NORTH-EAST,3,YES,NO,1307.189542,YES,RESALE,"Karapakkam,Chennai",12.925027,80.235348,86,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,5,YES,NO,2949.852507,YES,RESALE,"Southern Avenue,Kolkata",22.54111,88.33778,300,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,1,YES,NO,594.0940066,YES,RESALE,"Wagholi,Pune",18.5823,73.983,34,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,2,YES,YES,1414.177126,YES,RESALE,"Sector-100 Noida,Noida",28.542768,77.365736,80,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,NORTH-EAST,3,YES,YES,2432.778489,YES,RESALE,"Sector-50 Noida,Noida",28.5679,77.3679,190,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,3,YES,YES,2400,YES,RESALE,"Akota,Vadodara",22.2951,73.1686,120,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,2,YES,YES,860.0917431,YES,RESALE,"Tapukara,Bhiwadi",28.2102,76.8606,15,"WATER SUPPLY, LIFT"
Dealer,NO,01-Feb,NO,RESIDENTIAL,NORTH-EAST,3,YES,YES,1776.649746,YES,RESALE,"Garudachar Palya,Bangalore",12.928575,77.585721,140,"WATER SUPPLY, LIFT"
Dealer,YES,0-1,NO,RESIDENTIAL,NORTH-EAST,3,YES,YES,1200,YES,RESALE,"Haridwar-Dehradun Road,Dehradun",30.327966,78.046144,53.4,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,4,YES,NO,1850.007115,YES,RESALE,"Sector-48A Chandigarh,Chandigarh",30.739119,76.767784,130,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,1,YES,YES,650.0171057,YES,RESALE,"Jogeshwari (West),Mumbai",19.141644,72.842908,95,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,YES,0-2,NO,RESIDENTIAL,NORTH-EAST,1,YES,NO,409.9800867,YES,RESALE,"Tilak nagar,Mumbai",19.068492,72.898896,70,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,YES,0-2,NO,RESIDENTIAL,NORTH-EAST,2,YES,NO,848.7778673,YES,RESALE,"Avadi,Chennai",21.490368,73.338475,31.6,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,2,YES,NO,1200,YES,RESALE,"Daba Gardens,Visakhapatnam",18.405972,82.662089,66,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,1,YES,NO,350.140056,YES,RESALE,"Waghodia,Vadodara",22.294094,73.233686,7.5,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,0-2,NO,RESIDENTIAL,NORTH-EAST,2,YES,NO,971.066191,YES,RESALE,"cuttack naya bazar,Cuttack",20.45,85.86667,49,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,NORTH-EAST,2,YES,NO,1355.140187,YES,RESALE,"Adajan,Surat",24.395822,78.989627,58,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,YES,0-1,NO,RESIDENTIAL,NORTH-EAST,2,YES,NO,581.2220566,YES,RESALE,"Mamurdi,Pune",18.673472,73.714564,39,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,2,YES,YES,1338.475499,YES,RESALE,"Sector-15 Bahadurgarh,Bahadurgarh",30.752321,76.772816,29.5,"WATER SUPPLY, LIFT"
Dealer,YES,0-1,NO,RESIDENTIAL,NORTH-EAST,2,YES,YES,715.0595883,YES,RESALE,"Moshi,Pune",18.669919,73.853723,33,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,NORTH-EAST,3,YES,NO,1404.918033,YES,RESALE,"Jalahalli,Bangalore",13.0519,77.5416,85.7,"WATER SUPPLY, LIFT"
Owner,NO,01-Feb,NO,RESIDENTIAL,NORTH-EAST,3,YES,NO,1442.307692,YES,RESALE,"Gothapatna,Bhubaneswar",20.29613,85.741152,42,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,2,YES,YES,1328.205128,YES,RESALE,"Kalinganagar,Bhubaneswar",20.26444,85.82806,51.8,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,2,YES,NO,1010.10101,YES,RESALE,"HMT LAYOUT VIDYARANYAPURA,Bangalore",13.0814,77.5566,68,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,NORTH-EAST,1,YES,NO,600.0342877,YES,RESALE,"Raval Pada,Mumbai",18.786013,73.576291,70,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,3,YES,NO,1660.23166,YES,RESALE,"Akshaya Nagar,Bangalore",12.96991,77.59796,86,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,3,YES,NO,1605.136437,YES,RESALE,"Rajaji Nagar,Bangalore",12.9847,77.5491,230,"WATER SUPPLY, LIFT"
Owner,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,2,YES,NO,1200.120012,YES,RESALE,"Kamla Nagar,Agra",27.221766,78.026673,40,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,NORTH-EAST,3,YES,YES,1398.713826,YES,RESALE,"Sector 84 Faridabad,Faridabad",28.40473,77.367514,52.2,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,NORTH-EAST,1,YES,YES,600.0436395,YES,RESALE,"Dombivli (West),Lalitpur",19.2167,73.0833,55,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,NORTH-EAST,3,YES,YES,2000,YES,RESALE,"Sanjay nagar,Bangalore",13.0352,77.5772,130,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,NORTH-EAST,3,YES,YES,2040.081603,YES,RESALE,"Mahalakshmi Puram,Bangalore",12.96991,77.59796,170,"WATER SUPPLY, LIFT"
Owner,YES,01-Feb,NO,RESIDENTIAL,NORTH-EAST,2,YES,NO,876.0402979,YES,RESALE,"Chakan,Pune",18.744775,73.823649,40,"WATER SUPPLY, LIFT"
Owner,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,2,YES,YES,1010.10101,YES,RESALE,"Rajpur,Kolkata",22.101107,88.374433,50,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,2,YES,NO,1200,YES,RESALE,"Varachha,Surat",21.218626,72.862113,48,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,NORTH-EAST,1,YES,NO,699.408284,YES,RESALE,"Mira Road,Lalitpur",19.283359,72.864964,59.1,"WATER SUPPLY, LIFT, SWIMMING POOL"
Builder,YES,01-Feb,NO,RESIDENTIAL,NORTH-EAST,2,YES,YES,1069.444444,YES,RESALE,"Begur,Bangalore",12.8706,77.6279,38.5,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,4,YES,YES,2659.574468,YES,RESALE,"Vesu,Surat",21.143354,72.770931,100,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,2,YES,NO,1255.060729,YES,RESALE,"Crossing Republik,Ghaziabad",28.629811,77.434197,31,"WATER SUPPLY, LIFT"
Dealer,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,1,YES,NO,1600,YES,RESALE,"Jamtha,Lalitpur",24.69028,78.41889,17.6,"WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,1,YES,NO,560.1034037,YES,RESALE,"Ambegaon Pathar,Pune",19.11667,73.73333,26,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,1,YES,YES,602.6406618,YES,RESALE,"Dina Bama Estate,Mumbai",18.96667,72.83333,110,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,NORTH-EAST,4,YES,NO,2596.728123,YES,RESALE,"Harlur Road,Bangalore",12.904179,77.665897,200,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,1,YES,NO,349.8190591,YES,RESALE,"Gandhigram,Rajkot",22.308966,70.776713,14.5,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,2,YES,YES,1139.211666,YES,RESALE,"Sodepur,Kolkata",22.69995,88.390833,50,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,2,YES,YES,1157.052918,YES,RESALE,"Old Madras Road,Bangalore",12.990758,77.656104,68,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,0-2,NO,RESIDENTIAL,NORTH-EAST,2,YES,YES,901.5384615,YES,RESALE,"Jwalapur,Haridwar",29.9243,78.1076,29.3,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,3,YES,YES,960,YES,RESALE,"Azad Nagar,Kanpur",26.507928,80.296745,60,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,2,YES,YES,1100.063465,YES,RESALE,"Sector-93 Noida,Noida",28.5216,77.3863,52,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,3,YES,NO,1440.144014,YES,RESALE,"Sector-76 Noida,Noida",28.567633,77.383124,80,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,01-Feb,NO,RESIDENTIAL,NORTH-EAST,2,YES,NO,1235.177866,YES,RESALE,"Whitefield,Bangalore",12.9958935,77.761394,100,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,2,YES,YES,1649.917504,YES,RESALE,"New Shimla,Shimla",31.1047715,77.1750505,110,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,01-Feb,NO,RESIDENTIAL,NORTH-EAST,1,YES,NO,391.4590747,YES,RESALE,"Dombivli (East),Mumbai",19.2167,73.0833,35.2,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,YES,0-2,NO,RESIDENTIAL,NORTH-EAST,2,YES,NO,1250,YES,RESALE,"Zirakpur,Chandigarh",30.662283,76.822397,55,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,01-Feb,NO,RESIDENTIAL,NORTH-EAST,2,YES,YES,1095.290252,YES,RESALE,"Andheri (East),Lalitpur",19.1145,72.8712,160,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,1,YES,NO,566.0048763,YES,RESALE,"Garodia Nagar,Lalitpur",19.075297,72.90996,130,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,3,YES,YES,1200,YES,RESALE,"Gandhi Path,Jaipur",25.879721,86.587391,27,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,2,YES,YES,1109.813084,YES,RESALE,"Sector-78 Noida,Noida",28.560719,77.386208,57,"WATER SUPPLY, LIFT"
Dealer,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,2,YES,YES,840,YES,RESALE,"Dunlop,Kolkata",22.54111,88.33778,42,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,3,YES,YES,1935.297516,YES,RESALE,"Koba,Gandhinagar",23.1505,72.6399,67,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,2,YES,NO,969.6969697,YES,RESALE,"Mahakali Caves,Mumbai",19.137384,72.870319,160,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,2,YES,YES,1012.011245,YES,RESALE,"Balagere,Bangalore",12.93687,77.720248,79.2,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,NORTH-EAST,2,YES,YES,1070.090958,YES,RESALE,"Mira Road,Lalitpur",19.283359,72.864964,100,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Builder,YES,01-Feb,NO,RESIDENTIAL,NORTH-EAST,3,YES,NO,1421.212121,YES,RESALE,"Gorewada,Maharashtra",21.202671,79.051817,46.9,"WATER SUPPLY, LIFT"
Dealer,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,3,YES,YES,2049.705355,YES,RESALE,"Sahastradhara Road,Dehradun",30.382066,78.123734,80,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,0-2,NO,RESIDENTIAL,NORTH-EAST,3,YES,YES,1450.021049,YES,RESALE,"Thakur Village,Lalitpur",12.91668,77.59196,310,"WATER SUPPLY, LIFT"
Owner,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,3,YES,YES,1672.240803,YES,RESALE,"Jayanna Layout,Bangalore",12.96991,77.59796,75,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,2,YES,YES,900.2770083,YES,RESALE,"Zirakpur,Chandigarh",30.662283,76.822397,26,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,YES,0-1,NO,RESIDENTIAL,NORTH-EAST,2,YES,YES,1163.384391,YES,RESALE,"Shalimar garden,Ghaziabad",28.686091,77.334644,31.9,"WATER SUPPLY, LIFT"
Owner,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,2,YES,NO,900.1636661,YES,RESALE,"Sector-28 Pratap Nagar,Jaipur",26.807408,75.838659,22,"WATER SUPPLY, LIFT"
Dealer,YES,0-1,NO,RESIDENTIAL,NORTH-EAST,2,YES,YES,1398.073418,YES,RESALE,"Mastemau,Lucknow",26.80382,81.028655,53.7,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,NORTH-EAST,1,YES,YES,764.8523657,YES,RESALE,"Ghodbunder Road,Maharashtra",18.96,72.82,64.5,"WATER SUPPLY, LIFT"
Dealer,YES,01-Feb,NO,RESIDENTIAL,NORTH-EAST,2,YES,NO,1274.141631,YES,RESALE,"Konanakunte,Bangalore",12.8855,77.5638,95,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,NORTH-EAST,2,YES,YES,1070.072489,YES,RESALE,"Electronic City,Bangalore",12.8458,77.6727,62,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,YES,0-1,NO,RESIDENTIAL,NORTH-EAST,3,YES,YES,1350.98622,YES,RESALE,"Akshaya Nagar,Bangalore",12.96991,77.59796,100,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,1,YES,NO,385.9811641,YES,RESALE,"Patlipada,Maharashtra",21.308574,73.974824,75,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,3,YES,YES,1600,YES,RESALE,"Vaibhav Khand,Ghaziabad",28.9196,76.8972,86,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,3,YES,NO,1854.903003,YES,RESALE,"Sector 82 Faridabad,Faridabad",28.394375,77.357227,69.8,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,2,YES,YES,1507.348323,YES,RESALE,"Kalena Agrahara,Bangalore",12.865219,77.59036,120,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,NORTH-EAST,2,YES,YES,792.1419518,YES,RESALE,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,25,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Owner,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,4,YES,YES,2193.8572,YES,RESALE,"Mahalingapuram,Chennai",13.09,80.27,330,"WATER SUPPLY, LIFT"
Dealer,NO,01-Feb,NO,RESIDENTIAL,NORTH-EAST,2,YES,YES,1100.016923,YES,RESALE,"Thane West,Mumbai",19.18,72.96333,130,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,5,YES,NO,4612.850082,YES,RESALE,"Sector-137 Noida,Noida",28.506454,77.409568,140,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,YES,0-2,NO,RESIDENTIAL,NORTH-EAST,1,YES,NO,590.0401227,YES,RESALE,"Sector-143B Noida,Noida",28.495803,77.426848,25,"WATER SUPPLY, LIFT, SWIMMING POOL"
Dealer,NO,01-Feb,NO,RESIDENTIAL,NORTH-EAST,2,YES,NO,1137.656428,YES,RESALE,"Sector 10 Kharghar,Lalitpur",19.033956,73.075342,110,"GYNASIUM, WATER SUPPLY, LIFT, SWIMMING POOL"
Owner,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,2,YES,NO,800,YES,RESALE,"Dandia Bazar,Vadodara",22.3,73.2,20,"WATER SUPPLY, LIFT"
Dealer,NO,0-1,NO,RESIDENTIAL,NORTH-EAST,2,YES,YES,1025.4498,YES,RESALE,"Majiwada,Mumbai",19.218498,72.992114,110,"GYNASIUM, WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
Dealer,NO,0-2,NO,RESIDENTIAL,NORTH-EAST,1,YES,YES,660.0660066,YES,RESALE,"Jagatpura,Jaipur",26.832353,75.841749,20,"WATER SUPPLY, LIFT, CLUBS, SWIMMING POOL"
